aadb=1,嗷嗷待哺
fwbv=1,分文不值
fwdj=1,防微杜渐
fwgn=1,奉为圭臬
fwhh=1,法网恢恢
fwi=1,俯卧撑
fwke=1,法外开恩
fwrj=1,繁文缛节
fwuv=1,福无双至
fwx=1,服务性
fwzl=1,非我族类
fx=1,发现
fxbx=1,放心不下
fxd=1,发祥地
fxdd=1,繁星点点
fxdg=1,翻箱倒柜
fxeq=1,拂袖而去
fxg=1,方向感
fxgv=1,福星高照
fxhj=1,逢凶化吉
fxj=1,法学家
fxjh=1,负薪救火
fxl=1,发现了
fxlb=1,焚香礼拜
fxlp=1,浮想联翩
fxmy=1,焚香沐浴
fxp=1,方向盘
fxry=1,赴险如夷
fxs=1,法西斯
fxtd=1,放下屠刀
fxtz=1,风险投资
fxwa=1,方兴未艾
fxwt=1,发现问题
fxy=1,法学院
fxyu=1,风行一时
fxzw=1,抚心自问
fy=1,反应
fybg=1,分一杯羹
fybh=1,飞扬跋扈
fybr=1,浮云蔽日
fyc=1,反义词
fyd=1,发源地
fydb=1,浮一大白
fydx=1,奋勇当先
fyel=1,蜂拥而来
fyev=1,蜂拥而至
fyfy=1,翻云覆雨
fyfy=1,附庸风雅
fygd=1,发扬光大
fyj=1,复印件
fyjh=1,风云际会
fyji=1,风雨兼程
fyjj=1,风雨交加
fyjv=1,佛要金装
fyl=1,反映了
fylk=1,幅员辽阔
fylu=1,敷衍了事
fypy=1,风雨飘摇
fyq=1,发言权
fyr=1,发言人
fyrw=1,风云人物
fyss=1,匪夷所思
fytb=1,风云突变
fytv=1,风雨同舟
fyux=1,繁衍生息
fyvj=1,俯仰之间
fyvu=1,扶摇直上
fyw=1,敷衍我
fywb=1,风月无边
fywk=1,负隅顽抗
fywl=1,扶摇万里
fywz=1,风雨无阻
fyx=1,防御性
fyxc=1,浮语虚辞
fyyk=1,反咬一口
fyzb=1,飞檐走壁
fyzu=1,丰衣足食
fz=1,否则
fzba=1,烦躁不安
fzbj=1,放纵不羁
fzdh=1,否则的话
fzih=1,奉子成婚
fziy=1,风姿绰约
fzr=1,负责人
fzxu=1,放在心上
fzy=1,副作用
fzyl=1,放在眼里
gafj=1,公安分局
gagh=1,隔岸观火
gat=1,港澳台
gatm=1,各安天命
gayy=1,苟安一隅
gazd=1,高傲自大
gb=1,根本
gbb=1,干巴巴
gbbl=1,古巴比伦
gbd=1,怪不得
gbdt=1,广播电台
gbdv=1,寡不敌众
gbdx=1,各奔东西
gbfz=1,概不负责
gbg=1,敢不敢
gbh=1,搞不好
gbhg=1,哥本哈根
gbi=1,高不成
gbii=1,功败垂成
gbj=1,赶不及
gbkm=1,功不可没
gbkn=1,更不可能
gbkp=1,高不可攀
gbl=1,管不了
gbm=1,各部门
gbmf=1,官逼民反
gbmy=1,根本没有
gbn=1,更不能
gbq=1,过不去
gbqi=1,搞不清楚
gbqr=1,果不其然
gbsi=1,公报私仇
gbt=1,戈壁滩
gbu=1,跟不上
gbv=1,管不着
gbvx=1,官卑职小
gbx=1,鬼把戏
gbxf=1,甘拜下风
gbxr=1,各不相让
gbxt=1,各不相同
gbxv=1,改变现状
gby=1,过把瘾
gbyq=1,供不应求
gbyu=1,更不用说
gbyy=1,根本原因
gbz=1,光膀子
gbzf=1,故步自封
gbzy=1,刚愎自用
gcl=1,搞错了
gcu=1,高才生
gcub=1,顾此失彼
gcum=1,过从甚密
gcvr=1,光彩照人
gdb=1,高蛋白
gddr=1,更多的人
gddu=1,更多的是
gdhu=1,更待何时
gdhz=1,该当何罪
gdii=1,割地称臣
gdiy=1,故地重游
gdp=1,GDP
gdpk=1,割地赔款
gdq=1,过得去
gdqf=1,高低起伏
gdqs=1,各得其所
gdu=1,跟得上
gdwl=1,功德无量
gdwx=1,古典文学
gdxv=1,肝胆相照
gdym=1,功德圆满
gdyq=1,供大于求
gdyx=1,高等院校
gdzj=1,广电总局
gecu=1,改恶从善
gedd=1,感恩戴德
gegf=1,孤儿寡妇
gegm=1,孤儿寡母
gegv=1,广而告之
geng=1,过而能改
getb=1,感恩图报
gews=1,公而忘私
gexu=1,改恶向善
geyl=1,恭而有礼
gfbl=1,高分辨率
gfdx=1,国防大学
gfgs=1,股份公司
gfgv=1,广泛关注
gfh=1,规范化
gfib=1,广泛传播
gfl=1,辜负了
gflj=1,高风亮节
gfmq=1,国富民强
gfq=1,高峰期
gfug=1,鬼斧神工
gfuy=1,广泛使用
gfx=1,规范性
gfxy=1,刮风下雨
gfyv=1,官复原职
gfyy=1,广泛应用
gfzu=1,孤芳自赏
gg=1,刚刚
ggaq=1,公共安全
ggbb=1,亘古不变
ggbf=1,各个部分
ggbm=1,亘古不灭
ggbr=1,格格不入
ggdd=1,归根到底
ggdl=1,盖棺定论
ggel=1,滚滚而来
gggq=1,高高挂起
gggu=1,功高盖世
gggx=1,公共关系
gghi=1,滚滚红尘
gghl=1,高官厚禄
ggjd=1,归根结底
ggjg=1,公共机构
ggjj=1,干干净净
ggjj=1,规规矩矩
ggjp=1,各个击破
ggkf=1,改革开放
ggld=1,刮骨疗毒
ggll=1,光怪陆离
gglu=1,滚瓜烂熟
ggly=1,各个领域
ggmj=1,高歌猛进
ggnn=1,鼓鼓囊囊
ggsd=1,歌功颂德
ggsl=1,光杆司令
ggss=1,鬼鬼祟祟
gguw=1,公共事务
gguy=1,公共事业
ggvd=1,呱呱坠地
ggvj=1,过关斩将
ggvv=1,功高震主
ggwu=1,公共卫生
ggwy=1,亘古未有
ggxh=1,官官相护
ggxj=1,高官显爵
ggxx=1,高高兴兴
ggyh=1,耿耿于怀
ggyq=1,供过于求
ggyx=1,耿耿于心
ggzd=1,高干子弟
ggzh=1,骨鲠在喉
ggzu=1,高高在上
ggzx=1,改过自新
ghbl=1,干活不累
ghbv=1,关怀备至
ghcl=1,光辉灿烂
ghg=1,共和国
ghgt=1,各怀鬼胎
ghgy=1,各行各业
ghiq=1,过河拆桥
ghku=1,更何况是
ghlp=1,鬼话连篇
ghmt=1,改换门庭
ghrx=1,蛊惑人心
ghup=1,勾魂摄魄
ghxx=1,恭贺新禧
ghyg=1,孤魂野鬼
ghzy=1,光合作用
gi=1,过程
gibv=1,攻城拔寨
gicd=1,肝肠寸断
gid=1,共产党
gidq=1,高潮迭起
gidy=1,共产党员
gihd=1,改朝换代
gij=1,歌唱家
gijc=1,觥筹交错
gijh=1,国仇家恨
gijj=1,各持己见
gil=1,构成了
gild=1,攻城略地
gilh=1,干柴烈火
gilu=1,贯彻落实
gimj=1,功成名就
ginu=1,鼓唇弄舌
giq=1,滚出去
giu=1,工程师
giut=1,功成身退
givy=1,共产主义
giw=1,广场舞
giyi=1,高出一筹
gj=1,感觉
gjbc=1,感觉不错
gjbd=1,感觉不到
gjbg=1,国将不国
gjbj=1,感激不尽
gjbu=1,高居榜首
gjbv=1,国家标准
gjdb=1,勾肩搭背
gjdd=1,诡计多端
gjdl=1,国家栋梁
gjdu=1,国家大事
gjfv=1,孤军奋战
gjg=1,国际歌
gjgh=1,各家各户
gjgl=1,国际惯例
gjgr=1,孤家寡人
gjgw=1,各就各位
gjgx=1,国际关系
gji=1,公交车
gjit=1,国际长途
gjiy=1,故伎重演
gjj=1,公积金
gjjg=1,国家机关
gjjl=1,国际交流
gjjq=1,国家机器
gjjr=1,国际金融
gjjv=1,国际竞争
gjmt=1,国进民退
gjmu=1,国计民生
gjmv=1,纲举目张
gjmy=1,国际贸易
gjrh=1,甘居人后
gjsb=1,拱肩缩背
gjsn=1,各尽所能
gjtl=1,感激涕零
gjtq=1,狗急跳墙
gjts=1,各具特色
gjuj=1,赶尽杀绝
gjun=1,钢筋水泥
gjur=1,孤军深入
gjuw=1,国际事务
gjuy=1,广结善缘
gjvm=1,国际知名
gjvw=1,古今中外
gjwt=1,国际舞台
gjxu=1,国际形势
gjy=1,归咎于
gjyb=1,更进一步
gjz=1,关键字
gjzb=1,国际资本
gjzv=1,孤军作战
gkdz=1,高开低走
gkgz=1,高开高走
gkj=1,高科技
gkjr=1,光可鉴人
gklc=1,管窥蠡测
gkld=1,孤苦伶仃
gklh=1,鬼哭狼嚎
gku=1,刚开始
gkwq=1,感慨万千
gkyg=1,甘苦与共
gkyk=1,功亏一篑
gkyl=1,广开言路
glby=1,哥伦比亚
gldx=1,国立大学
glgl=1,咕噜咕噜
glgq=1,改来改去
glgw=1,孤陋寡闻
glhx=1,告老还乡
glii=1,顾虑重重
gljg=1,古灵精怪
gljy=1,格鲁吉亚
gll=1,孤零零
gllu=1,怪力乱神
gln=1,过两年
glnd=1,格林纳达
glr=1,过来人
glrj=1,更阑人静
glt=1,过两天
glu=1,高丽参
glvy=1,官僚主义
glwy=1,孤立无援
gly=1,管理员
gm=1,干嘛
gmbw=1,过目不忘
gmd=1,国民党
gmdg=1,关门打狗
gmdj=1,关门大吉
gmdy=1,沽名钓誉
gme=1,哥们儿
gmg=1,鬼门关
gmgy=1,怪模怪样
gmhx=1,改名换姓
gmis=1,过目成诵
gmll=1,光明磊落
gmq=1,冠名权
gmsj=1,高锰酸钾
gmsu=1,光芒四射
gmsy=1,顾名思义
gmth=1,冠冕堂皇
gmv=1,擀面杖
gmvd=1,光明正大
gmvf=1,国民政府
gmwv=1,光芒万丈
gmx=1,革命性
gmxk=1,刮目相看
gmxq=1,鬼迷心窍
gmyq=1,哥们义气
gn=1,功能
gnd=1,高难度
gndt=1,国难当头
gngj=1,国内国际
gngn=1,孤男寡女
gnq=1,更年期
gntd=1,肝脑涂地
gnx=1,功能性
gnxx=1,故弄玄虚
gp=1,公平
gpbq=1,高攀不起
gpbt=1,狗屁不通
gpg=1,狗皮膏
gpgy=1,狗皮膏药
gpi=1,跟屁虫
gpjw=1,国破家亡
gpmz=1,高朋满座
gpuz=1,顾盼生姿
gpws=1,公平无私
gq=1,过去
gqbb=1,攻其不备
gqd=1,过去的
gqdj=1,顾全大局
gqj=1,国庆节
gql=1,过去了
gqlx=1,归去来兮
gqm=1,鬼敲门
gqsi=1,各取所长
gqsx=1,各取所需
gqt=1,共青团
gqtu=1,苟且偷生
gqty=1,共青团员
gqu=1,过去时
gqvx=1,苟且之心
gqx=1,高清晰
gqxm=1,苟全性命
gqyd=1,攻其一点
gqye=1,隔墙有耳
gqyq=1,鼓起勇气
gqyu=1,感情用事
gqzf=1,过期作废
grbh=1,供认不讳
grbj=1,刚柔并济
grff=1,感人肺腑
grib=1,个人崇拜
grit=1,光荣传统
grjs=1,骨软筋酥
grjt=1,固若金汤
grls=1,骨肉离散
grrw=1,个人认为
grty=1,骨肉团圆
grvy=1,个人主义
grxc=1,骨肉相残
grxj=1,刚柔相济
grxl=1,骨肉相连
gryd=1,高人一等
gryj=1,个人意见
grym=1,改容易貌
grz=1,过日子
gs=1,公司
gscw=1,隔三差五
gsds=1,勾三搭四
gsfv=1,高速发展
gsgx=1,古色古香
gsgy=1,各色各样
gsiw=1,隔三岔五
gslb=1,公私两便
gsqv=1,各司其职
gsrd=1,各色人等
gsry=1,高耸入云
gstx=1,国色天香
gszv=1,高速增长
gt=1,沟通
gtb=1,改天吧
gtbu=1,更谈不上
gtcy=1,共同参与
gtd=1,共同点
gtdd=1,感天动地
gtf=1,刮台风
gtfm=1,故态复萌
gtfv=1,共同发展
gtfy=1,共同富裕
gtgn=1,鬼头鬼脑
gtgu=1,高抬贵手
gth=1,感叹号
gthd=1,改天换地
gthm=1,改头换面
gthr=1,光天化日
gti=1,共同处
gtj=1,跟他讲
gtjb=1,共同进步
gtju=1,狗头军师
gtkl=1,高谈阔论
gtl=1,改天聊
gtlx=1,瓜田李下
gtly=1,共同利益
gtma=1,国泰民安
gtn=1,管他呢
gtnl=1,共同努力
gtnm=1,关塔那摩
gts=1,古铜色
gtsp=1,龟兔赛跑
gtt=1,光秃秃
gttg=1,共同提高
gtuu=1,感同身受
gtvi=1,共同之处
gtwx=1,歌台舞榭
gtyx=1,沟通一下
gtyy=1,共同语言
gtz=1,改天再
gucl=1,更上层楼
gudg=1,根深蒂固
gudl=1,瓜熟蒂落
gudx=1,工商大学
gugb=1,公事公办
gugg=1,故事梗概
gugq=1,怪声怪气
gugy=1,各式各样
gujj=1,各抒己见
gull=1,果实累累
gulu=1,高山流水
gumc=1,高深莫测
gurc=1,更是如此
guri=1,骨瘦如柴
gurl=1,高手如林
gurr=1,拱手让人
gury=1,高手如云
gutm=1,攻守同盟
guui=1,鬼使神差
guvy=1,孤身只影
guwl=1,格杀勿论
guxr=1,拱手相让
guyh=1,工商银行
guym=1,根深叶茂
guyv=1,高山仰止
guz=1,高山族
guzj=1,工商总局
gvbe=1,刚正不阿
gvbt=1,各种不同
gvbu=1,广种薄收
gvdl=1,国之栋梁
gvdr=1,刚中带柔
gvgy=1,各种各样
gvih=1,公众场合
gvis=1,公众场所
gvjj=1,固执己见
gvjj=1,各执己见
gvkb=1,管中窥豹
gvnm=1,孤枕难眠
gvnm=1,孤掌难鸣
gvrc=1,果真如此
gvru=1,狗仗人势
gvrw=1,公众人物
gvry=1,甘之如饴
gvsw=1,个中三味
gvus=1,骨质疏松
gvvu=1,股掌之上
gvws=1,公正无私
gvwy=1,高枕无忧
gvyc=1,各执一词
gvyv=1,孤注一掷
gvyv=1,高瞻远瞩
gvyy=1,各种原因
gvzw=1,个中滋味
gwb=1,公文包
gwbk=1,攻无不克
gwjl=1,高屋建瓴
gwjl=1,古往今来
gwjy=1,古为今用
gwmj=1,拐弯抹角
gwnr=1,国无宁日
gwpp=1,锅碗瓢盆
gwqv=1,各为其主
gwrq=1,高危人群
gwrv=1,广为人知
gwtv=1,姑妄听之
gwu=1,个位数
gwup=1,歌舞升平
gwuq=1,鼓舞士气
gwvv=1,格物致知
gwvx=1,购物中心
gwxd=1,狗尾续貂
gwy=1,公务员
gwyv=1,姑妄言之
gx=1,更新
gxdj=1,勾心斗角
gxdm=1,高姓大名
gxfc=1,恭喜发财
gxgv=1,改邪归正
gxgv=1,改弦更张
gxh=1,个性化
gxhd=1,更新换代
gxjc=1,工薪阶层
gxju=1,高新技术
gxl=1,高效率
gxll=1,光鲜亮丽
gxls=1,公序良俗
gxlt=1,狗血淋头
gxpt=1,狗血喷头
gxq=1,感兴趣
gxqu=1,各行其是
gxqy=1,甘心情愿
gxsj=1,归心似箭
gxsy=1,隔靴搔痒
gxu=1,管闲事
gxut=1,各显神通
gxvb=1,各项指标
gxvn=1,古稀之年
gxvz=1,广西壮族
gxwu=1,攻心为上
gxyj=1,姑息养奸
gxyl=1,高薪养廉
gxyv=1,改弦易辙
gxzl=1,关心则乱
gyb=1,过一遍
gybj=1,过犹不及
gybq=1,过意不去
gyci=1,苟延残喘
gyd=1,过一段
gydh=1,公用电话
gydl=1,告一段落
gydx=1,工业大学
gyfm=1,皈依佛门
gyg=1,高压锅
gygf=1,国有国法
gygh=1,各有各好
gygm=1,工业革命
gygy=1,孤言寡语
gyht=1,官运亨通
gyj=1,冠亚军
gyjl=1,鬼蜮伎俩
gykr=1,狗眼看人
gylb=1,各有利弊
gylw=1,挂一漏万
gynz=1,顾影弄姿
gyp=1,工艺品
gyps=1,观音菩萨
gyq=1,公元前
gyqq=1,各有千秋
gyqy=1,国营企业
gyrr=1,光阴荏苒
gysa=1,各有所爱
gysh=1,各有所好
gysi=1,各有所长
gysj=1,光阴似箭
gyuv=1,更有甚者
gyuy=1,寡言少语
gyvd=1,膏腴之地
gywv=1,官样文章
gyx=1,改一下
gyxj=1,工于心计
gyys=1,固有一死
gyyy=1,过眼云烟
gyzl=1,顾影自怜
gz=1,规则
gzbg=1,工作报告
gzbq=1,裹足不前
gzdw=1,工作单位
gzgd=1,敢作敢当
gzgj=1,鼓足干劲
gzgu=1,故作高深
gzgw=1,敢作敢为
gzhj=1,工作环境
gzjh=1,工作计划
gznl=1,工作能力
gzrm=1,各族人民
gzrw=1,工作任务
gzry=1,工作人员
gztd=1,工作态度
gztj=1,工作条件
gzu=1,工作室
gzu=1,刽子手
gzuj=1,工作时间
gzuq=1,鼓足士气
gzvd=1,故作镇定
gzws=1,公子王孙
gzwv=1,各自为政
gzwv=1,各自为战
gzxx=1,鼓足信心
gzxy=1,工作需要
gzyq=1,鼓足勇气
gzyz=1,光宗耀祖
gzzf=1,工作作风
gzzj=1,工作总结
hakq=1,和蔼可亲
hb=1,何必
hbb=1,汉堡包
hbc=1,还不错
hbd=1,恨不得
hbdb=1,货不对板
hbdd=1,黑白颠倒
hbdf=1,含苞待放
hbdi=1,悔不当初
hbdu=1,话不多说
hbdx=1,祸不单行
hbf=1,好办法
hbfm=1,黑白分明
hbft=1,魂不附体
hbfx=1,还本付息
hbg=1,还不够
hbgr=1,互不干扰
hbh=1,会不会
hbhu=1,会不会是
hbhy=1,毫不讳言
hbij=1,画饼充饥
hbj=1,后半句
hbjy=1,毫不介意
hbk=1,还不快
hbkq=1,很不客气
hbkv=1,毫不夸张
hbl=1,花不了
hblj=1,毫不利己
hblq=1,黑不溜秋
hblt=1,活蹦乱跳
hblz=1,胡编乱造
hbn=1,还不能
hbq=1,回不去
hbqz=1,怀璧其罪
hbr=1,还不如
hbru=1,还不如说
hbry=1,好不容易
hbsj=1,货比三家
hbt=1,好半天
hbtj=1,话不投机
hbu=1,还不是
hbue=1,虎不食儿
hbur=1,毫不示弱
hbuu=1,魂不守舍
hbv=1,还不止
hbvd=1,还不知道
hbvj=1,缓兵之计
hbw=1,花不完
hbws=1,悍不畏死
hbx=1,还不行
hbxg=1,毫不相干
hbxq=1,活不下去
hbxr=1,互不相容
hbxy=1,虎背熊腰
hby=1,后半夜
hbyf=1,含苞欲放
hbyy=1,毫不犹豫
hbzl=1,慌不择路
hcbb=1,厚此薄彼
hcby=1,怀才不遇
hcki=1,祸从口出
hclu=1,花丛老手
hctj=1,祸从天降
hcum=1,花草树木
hcur=1,获此殊荣
hdbj=1,荒诞不经
hdc=1,很多次
hdda=1,横刀夺爱
hdfz=1,红得发紫
hdh=1,划等号
hdhd=1,很多很多
hdhn=1,何德何能
hdhu=1,或多或少
hdhu=1,患得患失
hdhx=1,忽大忽小
hdiu=1,华灯初上
hdj=1,回到家
hdjl=1,回到家里
hdjr=1,黄道吉日
hdlm=1,横刀立马
hdls=1,洪都拉斯
hdlv=1,海底捞针
hdly=1,寒冬腊月
hdn=1,很多年
hdnq=1,很多年前
hdr=1,很多人
hdv=1,很多种
hdwl=1,画地为牢
hdx=1,好东西
hdxb=1,邯郸学步
hdxg=1,好大喜功
hdxh=1,黑灯瞎火
hdxy=1,蝴蝶效应
hdyu=1,轰动一时
heb=1,哈尔滨
hebf=1,惠而不费
hebl=1,含而不露
hebq=1,怙恶不悛
hebt=1,和而不同
hebu=1,华而不实
hedd=1,花儿朵朵
hehd=1,皇恩浩荡
hej=1,华尔街
hewy=1,合二为一
hexj=1,赫尔辛基
hez=1,华尔兹
hfbj=1,豪放不羁
hfdx=1,哈佛大学
hfhy=1,呼风唤雨
hfjp=1,鹤发鸡皮
hfl=1,恢复了
hfps=1,魂飞魄散
hfqt=1,洪福齐天
hftw=1,魂飞天外
hfty=1,鹤发童颜
hfvr=1,后发制人
hfxv=1,后发先至
hfxy=1,和风细雨
hfyh=1,汇丰银行
hfym=1,灰飞烟灭
hfyu=1,环肥燕瘦
hfyv=1,话锋一转
hgds=1,哈根达斯
hgfv=1,回光返照
hgh=1,回个话
hgjj=1,宏观经济
hgld=1,黑咕隆咚
hgny=1,皇宫内院
hgq=1,昏过去
hgql=1,缓过气来
hgr=1,回锅肉
hgt=1,回过头
hgtk=1,宏观调控
hgtl=1,回过头来
hgtq=1,回过头去
hgul=1,回过神来
hgus=1,湖光山色
hgv=1,合格证
hgvy=1,后顾之忧
hgwy=1,好高骛远
hgx=1,回归线
hgxq=1,很感兴趣
hgxy=1,欢歌笑语
hgym=1,祸国殃民
hgzf=1,后果自负
hgzi=1,好果子吃
hgzx=1,悔过自新
hhb=1,还好吧
hhbf=1,好坏不分
hhbq=1,含糊不清
hhbu=1,还好不是
hhbv=1,呵护备至
hhcc=1,花花草草
hhdd=1,浩浩荡荡
hhdu=1,呼呼大睡
hhdx=1,哈哈大笑
hhee=1,浑浑噩噩
hhej=1,哼哈二将
hhgn=1,黄花闺女
hhgz=1,花花公子
hhh=1,黑乎乎
hhhh=1,含含糊糊
hhhs=1,好合好散
hhht=1,呼和浩特
hhii=1,昏昏沉沉
hhiz=1,花花肠子
hhjj=1,哼哼叽叽
hhll=1,轰轰烈烈
hhmj=1,后悔莫及
hhqc=1,含糊其辞
hhqy=1,欢呼雀跃
hhry=1,挥汗如雨
hhts=1,花花太岁
hhuj=1,花花世界
hhvg=1,赫赫之功
hhvu=1,悔恨终生
hhvv=1,鸿鹄之志
hhvv=1,慌慌张张
hhwc=1,何患无辞
hhwd=1,挥霍无度
hhwq=1,后患无穷
hhxk=1,环环相扣
hhxx=1,好好学习
hhy=1,后悔药
hhym=1,赫赫有名
hhyq=1,后会有期
hhyu=1,昏昏欲睡
hhyx=1,挥挥衣袖
hhyy=1,花好月圆
hhz=1,好孩子
hhzx=1,怀恨在心
hi=1,好处
hibu=1,何尝不是
hicy=1,何出此言
hid=1,缓冲带
hidq=1,回肠荡气
hids=1,混吃等死
hidx=1,汉城大学
hih=1,缓冲行
hihh=1,好吃好喝
hii=1,昏沉沉
hill=1,酣畅淋漓
hilz=1,好吃懒做
himu=1,回春妙手
hiq=1,豁出去
hiql=1,豁出去了
hirj=1,汗出如浆
hiuj=1,很长时间
hiv=1,火车站
hivv=1,横冲直撞
hiwt=1,很成问题
hiy=1,很诧异
hiyd=1,还差一点
hizx=1,回嗔作喜
hjbf=1,厚积薄发
hjbi=1,好景不长
hjbj=1,很久不见
hjfl=1,后继乏力
hjfr=1,后继乏人
hjgu=1,横加干涉
hjhj=1,很久很久
hjhu=1,换句话说
hjhw=1,狐假虎威
hjid=1,化茧成蝶
hjjy=1,讳疾忌医
hjlp=1,虎踞龙盘
hjlx=1,花街柳巷
hjmi=1,胡搅蛮缠
hjmy=1,很久没有
hjrt=1,挥金如土
hjt=1,好几天
hjty=1,海角天涯
hjvn=1,花甲之年
hjvz=1,横加指责
hjwl=1,后继无力
hjwr=1,后继无人
hjyl=1,荒郊野岭
hjyq=1,很久以前
hjyr=1,后继有人
hjyt=1,欢聚一堂
hjyw=1,荒郊野外
hjz=1,花架子
hkb=1,户口本
hkba=1,惶恐不安
hkby=1,虎口拔牙
hkhl=1,花开花落
hkj=1,航空局
hkmj=1,航空母舰
hkn=1,很可能
hknu=1,很可能是
hktk=1,海阔天空
hktu=1,虎口逃生
hkul=1,海枯石烂
hkwn=1,昏聩无能
hkxe=1,黄口小儿
hky=1,还可以
hkyu=1,虎口余生
hlbe=1,呼伦贝尔
hlbj=1,忽略不计
hlbq=1,很了不起
hlbu=1,旱涝保收
hlbw=1,何乐不为
hldj=1,画龙点睛
hlgy=1,互利共赢
hlhq=1,换来换去
hlhr=1,忽冷忽热
hlht=1,糊里糊涂
hlhu=1,花里胡哨
hlhx=1,活灵活现
hljb=1,汗流浃背
hljq=1,鹤立鸡群
hlju=1,后来居上
hlk=1,海陆空
hll=1,灰溜溜
hllj=1,获利了结
hlm=1,红楼梦
hlmm=1,黄粱美梦
hlp=1,黄脸婆
hlpy=1,虎落平阳
hlsu=1,活力四射
hltz=1,囫囵吞枣
hluj=1,花落谁家
hluw=1,寒来暑往
hlvu=1,虎狼之师
hlw=1,好莱坞
hlwv=1,化零为整
hlyh=1,话里有话
hlym=1,黄粱一梦
hlzz=1,回炉再造
hm=1,后面
hmb=1,很明白
hmc=1,花名册
hmd=1,黑名单
hmg=1,哈密瓜
hmgl=1,汗马功劳
hmha=1,忽明忽暗
hmjl=1,荒谬绝伦
hmnm=1,横眉怒目
hmq=1,回马枪
hmru=1,讳莫如深
hms=1,红霉素
hmsh=1,侯门似海
hmsv=1,火冒三丈
hmuy=1,横眉竖眼
hmwl=1,横蛮无理
hmx=1,很明显
hmy=1,鸿门宴
hmyt=1,黄毛丫头
hmyx=1,回眸一笑
hn=1,湖南
hnbi=1,海纳百川
hnd=1,海南岛
hndx=1,河南大学
hnfq=1,患难夫妻
hnhy=1,何年何月
hnid=1,汗牛充栋
hnj=1,回娘家
hnl=1,很努力
hnlj=1,很难理解
hnln=1,红男绿女
hnmy=1,猴年马月
hnt=1,混凝土
hnu=1,很难说
hnvj=1,患难之交
hnvy=1,还能这样
hnw=1,海内外
hnxx=1,很难想象
hnyg=1,患难与共
hnz=1,哈尼族
hnzy=1,还能怎样
hp=1,害怕
hpg=1,和平鸽
hpgi=1,和平共处
hpgy=1,狐朋狗友
hphy=1,呼朋唤友
hpj=1,黄浦江
hpju=1,黄袍加身
hpjv=1,鸿篇巨制
hpjx=1,黄埔军校
hpl=1,很漂亮
hpm=1,海平面
hpp=1,红扑扑
hpti=1,和盘托出
hpy=1,好朋友
hpyb=1,呼朋引伴
hq=1,回去
hqbr=1,寒气逼人
hqd=1,何其多
hqdy=1,何其毒也
hqg=1,很奇怪
hqgq=1,皇亲国戚
hqhc=1,何去何从
hqhl=1,合情合理
hqi=1,很清楚
hqic=1,浩气长存
hqjx=1,划清界限
hql=1,回去了
hqlw=1,红墙绿瓦
hqmm=1,含情脉脉
hqmr=1,魂牵梦绕
hqmy=1,魂牵梦萦
hqq=1,黑漆漆
hqu=1,很清爽
hqub=1,横七竖八
hqud=1,荷枪实弹
hqvm=1,害群之马
hqvv=1,豪情壮志
hqvx=1,后起之秀
hqwv=1,豪情万丈
hqx=1,好奇心
hqxq=1,祸起萧墙
hqxr=1,寒气袭人
hqxt=1,花拳绣腿
hqyh=1,花旗银行
hqyv=1,虎躯一震
hqyx=1,花前月下
hqzh=1,黄雀在后
hrbj=1,诲人不倦
hrbq=1,害人不浅
hrbv=1,浑然不知
hrdw=1,恍然大悟
hrgs=1,恨入骨髓
hrgt=1,豁然贯通
hrgu=1,恍如隔世
hrhj=1,害人害己
hril=1,后人乘凉
hrkl=1,豁然开朗
hrru=1,恍然若失
hrti=1,浑然天成
hrtw=1,骇人听闻
hrvq=1,浩然之气
hrwv=1,浑然无知
hryh=1,浩如烟海
hrym=1,花容月貌
hryq=1,虎入羊群
hryt=1,浑然一体
hryx=1,焕然一新
hslx=1,胡思乱想
hsnd=1,晦涩难懂
hsqj=1,横扫千军
hsux=1,活色生香
hsvt=1,好色之徒
hszr=1,挥洒自如
ht=1,后天
htc=1,回头草
htdk=1,嚎啕大哭
htdv=1,宏图大志
htdx=1,哄堂大笑
htfu=1,回天乏术
htgy=1,黄土高原
hth=1,皇太后
hthd=1,昏天黑地
hthn=1,虎头虎脑
htht=1,皇天后土
hti=1,火腿肠
htj=1,回头见
htjc=1,花团锦簇
htjd=1,花天酒地
htk=1,回头客
htkj=1,憨态可掬
htl=1,回头率
htqd=1,呼天抢地
htt=1,红彤彤
httl=1,灰头土脸
htu=1,火头上
htua=1,回头是岸
htuw=1,虎头蛇尾
htvl=1,回天之力
htwj=1,哄抬物价
htxd=1,欢天喜地
htyu=1,糊涂一时
htyw=1,互通有无
htz=1,皇太子
htzu=1,回头再说
hubc=1,还是不错
hubd=1,胡说八道
hubx=1,还是不行
hudd=1,虎视眈眈
hudm=1,好事多磨
huhd=1,何时何地
huhl=1,火烧火燎
huhq=1,好声好气
huhs=1,绘声绘色
huhy=1,绘声绘影
huiu=1,好事成双
hujy=1,火上浇油
hukw=1,后生可畏
huky=1,还是可以
hul=1,黄鼠狼
hulj=1,华山论剑
humj=1,毁尸灭迹
humm=1,火烧眉毛
humy=1,混水摸鱼
huqj=1,皓首穷经
hur=1,很少人
hurl=1,鼾声如雷
hutz=1,画蛇添足
huud=1,浑身是胆
huul=1,海市蜃楼
huum=1,海誓山盟
huux=1,浑身上下
huuy=1,含沙射影
huvj=1,横生枝节
huvl=1,还手之力
